"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"2656","2","960","86","298.102332903199","-586.204665806397","0.243322566261459","3945.38005557793","3741.48951960542","3"
"2657","cds-hnc","2","960","86",NA,NA,NA,"0.50771984515242","-437.815038196862"
"2658","cds-hrp","2","960","86",NA,NA,NA,"0.253641135274926","-588.737505362378"
"2659","2","960","87","329.240238143293","-648.480476286586","0.26174765791103","3667.65459397658","3741.48951960542","3"
"2660","cds-hnc","2","960","87",NA,NA,NA,"0.486004136532544","-499.629067087205"
"2661","cds-hrp","2","960","87",NA,NA,NA,"0.275572404620589","-649.205871543625"
"2662","2","960","88","293.996051110037","-577.992102220074","0.241810130566875","3970.05699368126","3741.48951960542","3"
"2663","cds-hnc","2","960","88",NA,NA,NA,"0.525115853249887","-392.822301877393"
"2664","cds-hrp","2","960","88",NA,NA,NA,NA,NA
"2665","2","960","89","304.002420332418","-598.004840664835","0.253768131889185","3782.9809158985","3741.48951960542","3"
"2666","cds-hnc","2","960","89",NA,NA,NA,"0.508071292779825","-436.867306305659"
"2667","cds-hrp","2","960","89",NA,NA,NA,"0.271137107970079","-597.103292893616"
"2668","2","960","90","277.52075689063","-545.04151378126","0.275996587554617","3478.30387507971","3741.48951960542","3"
"2669","cds-hnc","2","960","90",NA,NA,NA,"0.509028249122959","-434.294977042217"
"2670","cds-hrp","2","960","90",NA,NA,NA,"0.283201919827987","-548.198241919086"
"2671","2","960","91","246.77769171571","-483.555383431421","0.272439610915296","3523.71667532029","3741.48951960542","3"
"2672","cds-hnc","2","960","91",NA,NA,NA,"0.526129594460044","-390.318388678046"
"2673","cds-hrp","2","960","91",NA,NA,NA,"0.305930129050212","-478.424051311674"
"2674","2","960","92","214.985986394949","-419.971972789897","0.280578584633749","3421.50132823975","3741.48951960542","3"
"2675","cds-hnc","2","960","92",NA,NA,NA,"0.55241465373377","-329.671988372369"
"2676","cds-hrp","2","960","92",NA,NA,NA,"0.321360650291757","-419.655468586028"
"2677","2","960","93","285.789477465689","-561.578954931377","0.245835541915728","3905.0496625467","3741.48951960542","3"
"2678","cds-hnc","2","960","93",NA,NA,NA,"0.525980625395966","-390.685520377862"
"2679","cds-hrp","2","960","93",NA,NA,NA,"0.252097131211375","-560.068920049057"
"2680","2","960","94","273.090667654046","-536.181335308093","0.247050748568699","3885.84129196859","3741.48951960542","3"
"2681","cds-hnc","2","960","94",NA,NA,NA,"0.553480882075494","-325.021987646605"
"2682","cds-hrp","2","960","94",NA,NA,NA,"0.254491369461054","-533.00723935415"
"2683","2","960","95","253.342443521815","-496.68488704363","0.260310213321397","3687.90754596601","3741.48951960542","3"
"2684","cds-hnc","2","960","95",NA,NA,NA,"0.54543033927989","-345.004708635979"
"2685","cds-hrp","2","960","95",NA,NA,NA,"0.274915659728755","-492.808513070694"
"2686","2","960","96","282.468118412779","-554.936236825558","0.233617435125666","4109.28233795393","3741.48951960542","3"
"2687","cds-hnc","2","960","96",NA,NA,NA,"0.513464434734433","-422.527276906358"
"2688","cds-hrp","2","960","96",NA,NA,NA,"0.271980400149098","-543.530852291519"
"2689","2","960","97","233.562948093713","-457.125896187426","0.280579834513231","3421.48608671565","3741.48951960542","3"
"2690","cds-hnc","2","960","97",NA,NA,NA,"0.55759562858709","-318.648237840023"
"2691","cds-hrp","2","960","97",NA,NA,NA,"0.298439737509979","-458.442494568204"
"2692","2","960","98","266.487462992349","-522.974925984697","0.252101187706532","3807.99475295422","3741.48951960542","3"
"2693","cds-hnc","2","960","98",NA,NA,NA,"0.525668029479311","-391.456847461686"
"2694","cds-hrp","2","960","98",NA,NA,NA,"0.2790762058733","-521.087523035342"
"2695","2","960","99","279.822794770011","-553.645589540022","0.24314792538594","3948.21382282504","3741.48951960542","2"
"2696","cds-hnc","2","960","99",NA,NA,NA,"0.544506314517559","-347.493270065155"
"2697","cds-hrp","2","960","99",NA,NA,NA,"0.17521220370476","-562.584910544403"
"2698","2","960","100","304.576780689657","-603.153561379314","0.335684307330325","2859.82984320839","3741.48951960542","2"
"2699","cds-hnc","2","960","100",NA,NA,NA,"0.494784463451552","-473.85201932083"
"2700","cds-hrp","2","960","100",NA,NA,NA,"0.270996312449035","-614.263501258094"
"2701","2","960","101","262.791865044392","-515.583730088785","0.260700548141275","3682.38581331932","3741.48951960542","3"
"2702","cds-hnc","2","960","101",NA,NA,NA,"0.538741654896204","-360.209803005331"
"2703","cds-hrp","2","960","101",NA,NA,NA,"0.272534045180502","-511.453135571472"
"2704","2","960","102","286.877558784277","-563.755117568554","0.240396360246419","3993.4048877277","3741.48951960542","3"
"2705","cds-hnc","2","960","102",NA,NA,NA,"0.518445152576622","-409.618497173145"
"2706","cds-hrp","2","960","102",NA,NA,NA,NA,NA
"2707","2","960","103","270.734196860643","-535.468393721286","0.321722987388227","2983.93350065955","3741.48951960542","2"
"2708","cds-hnc","2","960","103",NA,NA,NA,"0.528399444283628","-384.757708146002"
"2709","cds-hrp","2","960","103",NA,NA,NA,"0.292875588708296","-540.155456431676"
"2710","2","960","104","279.885434734273","-553.770869468547","0.284206360356482","3377.82728998698","3741.48951960542","2"
"2711","cds-hnc","2","960","104",NA,NA,NA,"0.527426924603455","-387.132432358755"
"2712","cds-hrp","2","960","104",NA,NA,NA,"0.249539228281936","-560.269194698137"
"2713","2","960","105","244.090420538019","-478.180841076038","0.312718119541213","3069.85729323395","3741.48951960542","3"
"2714","cds-hnc","2","960","105",NA,NA,NA,"0.537037178436882","-364.167793466052"
"2715","cds-hrp","2","960","105",NA,NA,NA,"0.319068079585775","-479.568920311893"
"2716","2","960","106","294.341161022979","-578.682322045958","0.213206207629354","4502.68315671606","3741.48951960542","3"
"2717","cds-hnc","2","960","106",NA,NA,NA,"0.516300395152384","-415.138181937606"
"2718","cds-hrp","2","960","106",NA,NA,NA,NA,NA
"2719","2","960","107","280.551354502292","-551.102709004584","0.235127725130442","4082.8872880364","3741.48951960542","3"
"2720","cds-hnc","2","960","107",NA,NA,NA,"0.524947247404297","-393.239990106396"
"2721","cds-hrp","2","960","107",NA,NA,NA,"0.259590547287262","-540.007865677273"
"2722","2","960","108","261.907016744731","-513.814033489462","0.291762570316774","3290.34666426781","3741.48951960542","3"
"2723","cds-hnc","2","960","108",NA,NA,NA,"0.515380394852806","-417.523894693808"
"2724","cds-hrp","2","960","108",NA,NA,NA,"0.296915587095464","-514.872957961986"
"2725","2","960","109","262.157046692695","-514.31409338539","0.273467856001029","3510.46742399","3741.48951960542","3"
"2726","cds-hnc","2","960","109",NA,NA,NA,"0.515738373601285","-416.594323395917"
"2727","cds-hrp","2","960","109",NA,NA,NA,"0.302803312082063","-511.715764754376"
"2728","2","960","110","265.11351590767","-520.22703181534","0.234161507668216","4099.73445063493","3741.48951960542","3"
"2729","cds-hnc","2","960","110",NA,NA,NA,"0.526550255788363","-389.283049056996"
"2730","cds-hrp","2","960","110",NA,NA,NA,NA,NA
"2731","2","960","111","254.785939350974","-499.571878701948","0.271719923771022","3533.04971780056","3741.48951960542","3"
"2732","cds-hnc","2","960","111",NA,NA,NA,"0.530413927502256","-379.875377016246"
"2733","cds-hrp","2","960","111",NA,NA,NA,"0.342057064653238","-482.342595568627"
"2734","2","960","112","271.205439224974","-532.410878449947","0.25168305959478","3814.32108122668","3741.48951960542","3"
"2735","cds-hnc","2","960","112",NA,NA,NA,"0.525437084665049","-392.02750157769"
"2736","cds-hrp","2","960","112",NA,NA,NA,"0.260555654180481","-534.953296592984"
"2737","2","960","113","280.638585021823","-551.277170043646","0.220902352970774","4345.81156375013","3741.48951960542","3"
"2738","cds-hnc","2","960","113",NA,NA,NA,"0.520221499325247","-405.091227624797"
"2739","cds-hrp","2","960","113",NA,NA,NA,"0.27571915161636","-546.673165449709"
"2740","2","960","114","289.851402365895","-569.702804731791","0.230839604998873","4158.73177397218","3741.48951960542","3"
"2741","cds-hnc","2","960","114",NA,NA,NA,"0.502667452862884","-451.621226765425"
"2742","cds-hrp","2","960","114",NA,NA,NA,"0.274854394086871","-560.084537239807"
"2743","2","960","115","279.756497193448","-549.512994386895","0.249232643708239","3851.8228820933","3741.48951960542","3"
"2744","cds-hnc","2","960","115",NA,NA,NA,"0.52909114371953","-383.075721235918"
"2745","cds-hrp","2","960","115",NA,NA,NA,"0.133580913488867","-490.831663795999"
"2746","2","960","116","291.491292872578","-572.982585745156","0.283326345628358","3388.31885849134","3741.48951960542","3"
"2747","cds-hnc","2","960","116",NA,NA,NA,"0.496776042494267","-468.155165814686"
"2748","cds-hrp","2","960","116",NA,NA,NA,"0.308068707779","-565.928883688636"
"2749","2","960","117","252.06947068206","-494.138941364119","0.264346329028886","3631.59951389035","3741.48951960542","3"
"2750","cds-hnc","2","960","117",NA,NA,NA,"0.535109100911665","-368.686334113398"
"2751","cds-hrp","2","960","117",NA,NA,NA,NA,NA
"2752","2","960","118","246.351318657876","-482.702637315752","0.287035041111246","3344.53938544713","3741.48951960542","3"
"2753","cds-hnc","2","960","118",NA,NA,NA,"0.542580766858935","-351.419304288481"
"2754","cds-hrp","2","960","118",NA,NA,NA,"0.311926007180651","-474.971393726274"
"2755","2","960","119","260.589034562305","-511.17806912461","0.274045022321162","3503.074027285","3741.48951960542","3"
"2756","cds-hnc","2","960","119",NA,NA,NA,"0.520025250263902","-405.589415470848"
"2757","cds-hrp","2","960","119",NA,NA,NA,"0.298689491759659","-515.016961838871"
"2758","2","960","120","253.044912714413","-496.089825428826","0.253323637925659","3789.61871802","3741.48951960542","3"
"2759","cds-hnc","2","960","120",NA,NA,NA,"0.546926772480956","-341.673286462908"
"2760","cds-hrp","2","960","120",NA,NA,NA,"0.275605468512526","-489.205256402533"
"2761","2","960","121","237.358785385357","-464.717570770714","0.247215796070576","3883.2470062954","3741.48951960542","3"
"2762","cds-hnc","2","960","121",NA,NA,NA,"0.542143872630074","-352.411041286717"
"2763","cds-hrp","2","960","121",NA,NA,NA,"0.298028437809881","-460.507188881518"
"2764","2","960","122","223.240091045074","-436.480182090148","0.259318206093804","3702.01542907765","3741.48951960542","3"
"2765","cds-hnc","2","960","122",NA,NA,NA,"0.564769493568521","-303.863364325237"
"2766","cds-hrp","2","960","122",NA,NA,NA,"0.300385821332004","-431.112996710894"
"2767","2","960","123","241.20554844415","-472.4110968883","0.290519677110674","3304.42333389448","3741.48951960542","3"
"2768","cds-hnc","2","960","123",NA,NA,NA,"0.540232766903267","-356.775190395392"
"2769","cds-hrp","2","960","123",NA,NA,NA,"0.310583885945091","-472.545723814831"
"2770","2","960","124","231.434423073684","-452.868846147368","0.292402102096334","3283.15013167628","3741.48951960542","3"
"2771","cds-hnc","2","960","124",NA,NA,NA,"0.531165604394867","-378.066230864004"
"2772","cds-hrp","2","960","124",NA,NA,NA,"0.350462416254249","-450.753885660885"
"2773","2","960","125","292.89510534797","-575.790210695941","0.244987378253249","3918.56922117689","3741.48951960542","3"
"2774","cds-hnc","2","960","125",NA,NA,NA,"0.522235189183384","-400.007150754383"
"2775","cds-hrp","2","960","125",NA,NA,NA,"0.270639754562708","-564.022717003704"
"2776","2","960","126","338.68869341851","-667.37738683702","0.204566804444936","4692.84350706279","3741.48951960542","3"
"2777","cds-hnc","2","960","126",NA,NA,NA,"0.49136361454072","-478.108932905722"
"2778","cds-hrp","2","960","126",NA,NA,NA,"0.223201792029958","-665.273014548749"
"2779","2","960","127","275.347727351276","-540.695454702552","0.258689052936526","3711.01903657111","3741.48951960542","3"
"2780","cds-hnc","2","960","127",NA,NA,NA,"0.520538895369534","-404.286467235456"
"2781","cds-hrp","2","960","127",NA,NA,NA,"0.275482986522816","-544.394360912356"
"2782","2","960","128","274.765626112156","-539.531252224313","0.246826041580588","3889.37890772178","3741.48951960542","3"
"2783","cds-hnc","2","960","128",NA,NA,NA,"0.520493428280029","-404.401671608648"
"2784","cds-hrp","2","960","128",NA,NA,NA,"0.275942687961455","-533.584602732405"
"2785","2","960","129","277.269787576893","-544.539575153786","0.23398553933288","4102.8176473515","3741.48951960542","3"
"2786","cds-hnc","2","960","129",NA,NA,NA,"0.515909893682052","-416.149487959541"
"2787","cds-hrp","2","960","129",NA,NA,NA,"0.275587625585873","-539.611982783107"
"2788","2","960","130","282.923520172607","-555.847040345214","0.257104294973741","3733.89328287203","3741.48951960542","3"
"2789","cds-hnc","2","960","130",NA,NA,NA,"0.511033815175033","-428.943047871514"
"2790","cds-hrp","2","960","130",NA,NA,NA,"0.291557092221851","-546.665728545266"
"2791","2","960","131","315.23561507118","-620.471230142361","0.241167388471384","3980.63770597205","3741.48951960542","3"
"2792","cds-hnc","2","960","131",NA,NA,NA,"0.502982399245648","-450.750612131884"
"2793","cds-hrp","2","960","131",NA,NA,NA,"0.25153682155241","-619.31597917404"
"2794","2","960","132","278.97431890906","-551.94863781812","0.322340284189056","2978.21912769969","3741.48951960542","2"
"2795","cds-hnc","2","960","132",NA,NA,NA,"0.508181621398933","-436.570107402748"
"2796","cds-hrp","2","960","132",NA,NA,NA,"0.273732831210289","-565.52334853759"
"2797","2","960","133","297.344287913853","-584.688575827706","0.260228966947237","3689.05895166792","3741.48951960542","3"
"2798","cds-hnc","2","960","133",NA,NA,NA,"0.518233008899717","-410.161852658044"
"2799","cds-hrp","2","960","133",NA,NA,NA,"0.273664922497794","-582.369147874783"
"2800","2","960","134","245.568242342823","-481.136484685646","0.254762157963632","3768.22055392169","3741.48951960542","3"
"2801","cds-hnc","2","960","134",NA,NA,NA,"0.543797002500917","-348.670066483967"
"2802","cds-hrp","2","960","134",NA,NA,NA,"0.290312540439269","-477.662035188039"
"2803","2","960","135","287.551753103095","-565.103506206189","0.236807081000778","4053.93282980776","3741.48951960542","3"
"2804","cds-hnc","2","960","135",NA,NA,NA,"0.515396839553261","-417.481168467159"
"2805","cds-hrp","2","960","135",NA,NA,NA,NA,NA
"2806","2","960","136","244.094813454546","-482.189626909091","0.308871414543895","3108.0894987243","3741.48951960542","2"
"2807","cds-hnc","2","960","136",NA,NA,NA,"0.534072074286643","-371.1349318519"
"2808","cds-hrp","2","960","136",NA,NA,NA,"0.287573517599415","-491.754879184674"
"2809","2","960","137","282.212062157709","-554.424124315417","0.237804150669886","4036.93542478428","3741.48951960542","3"
"2810","cds-hnc","2","960","137",NA,NA,NA,"0.503845928119214","-448.370380745509"
"2811","cds-hrp","2","960","137",NA,NA,NA,"0.277312712511928","-548.966688088153"
"2812","2","960","138","304.169808323072","-598.339616646144","0.262819362678178","3652.69891159245","3741.48951960542","3"
"2813","cds-hnc","2","960","138",NA,NA,NA,"0.501284014667661","-455.461358914204"
"2814","cds-hrp","2","960","138",NA,NA,NA,"0.278707533583842","-597.844979102804"
"2815","2","960","139","258.197508014857","-506.395016029713","0.259531190716389","3698.97736511012","3741.48951960542","3"
"2816","cds-hnc","2","960","139",NA,NA,NA,"0.540291424772428","-356.640625918851"
"2817","cds-hrp","2","960","139",NA,NA,NA,"0.142663135552537","-438.876852669979"
"2818","2","960","140","295.116381628553","-580.232763257107","0.246130622829246","3900.36797926605","3741.48951960542","3"
"2819","cds-hnc","2","960","140",NA,NA,NA,"0.515505634185202","-417.198489486454"
"2820","cds-hrp","2","960","140",NA,NA,NA,"0.266143310410489","-575.820558360123"
"2821","2","960","141","265.451692972196","-520.903385944392","0.250921050220931","3825.90459889571","3741.48951960542","3"
"2822","cds-hnc","2","960","141",NA,NA,NA,"0.5247674361834","-393.685825394587"
"2823","cds-hrp","2","960","141",NA,NA,NA,"0.278307709861387","-515.437879124475"
"2824","2","960","142","294.1372232353","-578.2744464706","0.273534662148129","3509.61005256484","3741.48951960542","3"
"2825","cds-hnc","2","960","142",NA,NA,NA,"0.507783423701133","-437.643468379852"
"2826","cds-hrp","2","960","142",NA,NA,NA,"0.27690568581259","-577.136169652748"
"2827","2","960","143","288.710662842704","-567.421325685408","0.236494320317814","4059.2941035958","3741.48951960542","3"
"2828","cds-hnc","2","960","143",NA,NA,NA,"0.50787680691775","-437.391542667391"
"2829","cds-hrp","2","960","143",NA,NA,NA,"0.268560431573317","-560.322105644364"
"2830","2","960","144","281.164170317216","-552.328340634431","0.218027783309387","4403.1085645527","3741.48951960542","3"
"2831","cds-hnc","2","960","144",NA,NA,NA,"0.528283767887226","-385.039557493474"
"2832","cds-hrp","2","960","144",NA,NA,NA,"0.14224934278737","-480.024844579109"
"2833","2","960","145","252.550671963185","-499.101343926369","0.278756876246183","3443.86123466307","3741.48951960542","2"
