"","","","","","","","1","","",""
"1582","cds-hnc","1","60","117","ll","-18.4130746946541","0.554776923156579","108.151578581551","118.869396530886","mt"
"1583","cds-hnc","1","60","117","ll","-17.2866257396839","0.457586358221066","131.122790096407","118.869396530886","mt"
"1584","cds-hnc-w","1","60","117","ll","-18.4130746946541","0.554776923156579","108.151578581551","118.869396530886","mt"
"1585","cds-hnc-w","1","60","117","ll","-17.2866257396839","0.457586358221066","131.122790096407","118.869396530886","mt"
"1586","mmds-MS","1","60","118","3.23008942777734","-4.46017885555469","0.709378960016109","84.5810256321071","118.869396530886","1"
"1587","cds-hnc","1","60","118","ll","-4.46017885555394","0.709378890987154","84.5810338626027","118.869396530886","mt"
"1588","cds-hrp","1","60","118",NA,NA,NA,NA,NA,NA
"1589","cds-hnc-w","1","60","118","ll","-4.46017885555394","0.709378890987154","84.5810338626027","118.869396530886","mt"
"1590","cds-hrp-w","1","60","118",NA,NA,NA,NA,NA,NA
"1591","mmds-MS","1","60","119","9.24523163865216","-12.4904632773043","0.360799147984755","166.297510221768","118.869396530886","2"
"1592","cds-hnc","1","60","119","ll","-10.7864323364576","0.622946954099122","96.3163871420951","118.869396530886","mt"
"1593","cds-hnc","1","60","119","ll","-13.5556042197776","0.401821277760061","149.320116481805","118.869396530886","mt"
"1594","cds-hnc-w","1","60","119","ll","-10.7864323364576","0.622946954099122","96.3163871420951","118.869396530886","mt"
"1595","cds-hnc-w","1","60","119","ll","-13.5556042197776","0.401821277760061","149.320116481805","118.869396530886","mt"
"1596","mmds-MS","1","60","120","8.19808305679775","-14.3961661135955","0.587598548561245","102.110531326042","118.869396530886","1"
"1597","cds-hnc","1","60","120","ll","-14.3961661135954","0.587598546620536","102.110531663291","118.869396530886","mt"
"1598","cds-hnc","1","60","120","ll","-14.5874332373057","0.49996971983107","120.007267680676","118.869396530886","mt"
"1599","cds-hnc-w","1","60","120","ll","-14.3961661135954","0.587598546620536","102.110531663291","118.869396530886","mt"
"1600","cds-hnc-w","1","60","120","ll","-14.5874332373057","0.49996971983107","120.007267680676","118.869396530886","mt"
"1601","mmds-MS","1","60","121","4.66516241604416","-7.33032483208832","0.664792087780152","90.2537817505465","118.869396530886","1"
"1602","cds-hnc","1","60","121","ll","-7.33032483208829","0.664792085634074","90.2537820419033","118.869396530886","mt"
"1603","cds-hnc","1","60","121","ll","-6.63457439194887","0.598237320560537","100.294645515898","118.869396530886","mt"
"1604","cds-hnc-w","1","60","121","ll","-7.33032483208829","0.664792085634074","90.2537820419033","118.869396530886","mt"
"1605","cds-hnc-w","1","60","121","ll","-6.63457439194887","0.598237320560537","100.294645515898","118.869396530886","mt"
"1606","mmds-MS","1","60","122","0.722751436167226","0.554497127665548","0.845578025012364","70.9573785330132","118.869396530886","1"
"1607","cds-hnc","1","60","122",NA,NA,NA,NA,NA,NA
"1608","cds-hrp","1","60","122",NA,NA,NA,NA,NA,NA
"1609","cds-hnc-w","1","60","122",NA,NA,NA,NA,NA,NA
"1610","cds-hrp-w","1","60","122",NA,NA,NA,NA,NA,NA
"1611","mmds-MS","1","60","123","4.24566769439171","-6.49133538878343","0.676655894414606","88.6713623501466","118.869396530886","1"
"1612","cds-hnc","1","60","123","ll","-6.49133538878339","0.676655893156984","88.6713625149497","118.869396530886","mt"
"1613","cds-hnc","1","60","123","ll","-5.12608237246829","0.659059061808448","91.0388817587318","118.869396530886","mt"
"1614","cds-hnc-w","1","60","123","ll","-6.49133538878339","0.676655893156984","88.6713625149497","118.869396530886","mt"
"1615","cds-hnc-w","1","60","123","ll","-5.12608237246829","0.659059061808448","91.0388817587318","118.869396530886","mt"
"1616","mmds-MS","1","60","124","2.73459630911918","-3.46919261823836","0.728074361647037","82.4091647235992","118.869396530886","1"
"1617","cds-hnc","1","60","124","ll","-3.46919261823833","0.72807436049949","82.4091648534876","118.869396530886","mt"
"1618","cds-hrp","1","60","124",NA,NA,NA,NA,NA,NA
"1619","cds-hnc-w","1","60","124","ll","-3.46919261823833","0.72807436049949","82.4091648534876","118.869396530886","mt"
"1620","cds-hrp-w","1","60","124",NA,NA,NA,NA,NA,NA
"1621","mmds-MS","1","60","125","6.58842209017792","-7.17684418035585","0.332945618391189","180.2096098754","118.869396530886","2"
"1622","cds-hnc","1","60","125","ll","-5.38956559996122","0.693606666575725","86.5043588698688","118.869396530886","mt"
"1623","cds-hnc","1","60","125","ll","-6.91356082165916","0.459848085648682","130.477872742172","118.869396530886","mt"
"1624","cds-hnc-w","1","60","125","ll","-5.38956559996122","0.693606666575725","86.5043588698688","118.869396530886","mt"
"1625","cds-hnc-w","1","60","125","ll","-6.91356082165916","0.459848085648682","130.477872742172","118.869396530886","mt"
"1626","mmds-MS","1","60","126","0.0774859609498431","1.84502807810031","0.945385643165212","63.4661637118966","118.869396530886","1"
"1627","cds-hnc","1","60","126",NA,NA,NA,NA,NA,NA
"1628","cds-hnc","1","60","126","ll","3.37893217268098","0.94853696356255","63.2553103409379","118.869396530886","mt"
"1629","cds-hnc-w","1","60","126",NA,NA,NA,NA,NA,NA
"1630","cds-hnc-w","1","60","126","ll","3.37893217268098","0.94853696356255","63.2553103409379","118.869396530886","mt"
"1631","mmds-MS","1","60","127","5.10429974471701","-8.20859948943402","0.653185539782949","91.8575142063582","118.869396530886","1"
"1632","cds-hnc","1","60","127","ll","-8.20859948943399","0.653185539679483","91.8575142209086","118.869396530886","mt"
"1633","cds-hnc","1","60","127","ll","-6.59247695253128","0.671857256271905","89.3046840528841","118.869396530886","mt"
"1634","cds-hnc-w","1","60","127","ll","-8.20859948943399","0.653185539679483","91.8575142209086","118.869396530886","mt"
"1635","cds-hnc-w","1","60","127","ll","-6.59247695253128","0.671857256271905","89.3046840528841","118.869396530886","mt"
"1636","mmds-MS","1","60","128","11.535515621203","-17.0710312424059","0.0778711863596134","770.503222115003","118.869396530886","2"
"1637","cds-hnc","1","60","128","ll","-12.3815070937434","0.60648891489559","98.9300851612916","118.869396530886","mt"
"1638","cds-hnc","1","60","128","ll","-11.4923402842119","0.68065526542754","88.1503501810307","118.869396530886","mt"
"1639","cds-hnc-w","1","60","128","ll","-12.3815070937434","0.60648891489559","98.9300851612916","118.869396530886","mt"
"1640","cds-hnc-w","1","60","128","ll","-11.4923402842119","0.68065526542754","88.1503501810307","118.869396530886","mt"
"1641","mmds-MS","1","60","129","4.34864921884817","-6.69729843769633","0.673666729735638","89.0648110580515","118.869396530886","1"
"1642","cds-hnc","1","60","129","ll","-6.69729843769629","0.673666729752772","89.0648110557862","118.869396530886","mt"
"1643","cds-hnc","1","60","129","ll","-5.89911743490254","0.559183956068166","107.299215846396","118.869396530886","mt"
"1644","cds-hnc-w","1","60","129","ll","-6.69729843769629","0.673666729752772","89.0648110557862","118.869396530886","mt"
"1645","cds-hnc-w","1","60","129","ll","-5.89911743490254","0.559183956068166","107.299215846396","118.869396530886","mt"
"1646","mmds-MS","1","60","130","6.56327970204019","-11.1265594040804","0.619311190102084","96.8818276803782","118.869396530886","1"
"1647","cds-hnc","1","60","130","ll","-11.1265594040803","0.619311189984598","96.8818276987571","118.869396530886","mt"
"1648","cds-hnc","1","60","130","ll","-13.1918012448509","0.730941352634349","82.0859290335086","118.869396530886","mt"
"1649","cds-hnc-w","1","60","130","ll","-11.1265594040803","0.619311189984598","96.8818276987571","118.869396530886","mt"
"1650","cds-hnc-w","1","60","130","ll","-13.1918012448509","0.730941352634349","82.0859290335086","118.869396530886","mt"
"1651","mmds-MS","1","60","131","5.7037020527777","-9.40740410555541","0.638485428905291","93.9723872835633","118.869396530886","1"
"1652","cds-hnc","1","60","131","ll","-9.40740410555541","0.638485426905632","93.9723875778733","118.869396530886","mt"
"1653","cds-hrp","1","60","131",NA,NA,NA,NA,NA,NA
"1654","cds-hnc-w","1","60","131","ll","-9.40740410555541","0.638485426905632","93.9723875778733","118.869396530886","mt"
"1655","cds-hnc-w","1","60","131","ll","-6.8519841432195","0.666648146090256","90.0025003472772","118.869396530886","mt"
"1656","mmds-MS","1","60","132","5.49306912840435","-8.9861382568087","0.643513513172094","93.2381352867633","118.869396530886","1"
"1657","cds-hnc","1","60","132","ll","-8.98613825680866","0.643513512846114","93.2381353339942","118.869396530886","mt"
"1658","cds-hnc","1","60","132","ll","-8.66820145568899","0.493684629323518","121.535078137264","118.869396530886","mt"
"1659","cds-hnc-w","1","60","132","ll","-8.98613825680866","0.643513512846114","93.2381353339942","118.869396530886","mt"
"1660","cds-hnc-w","1","60","132","ll","-8.66820145568899","0.493684629323518","121.535078137264","118.869396530886","mt"
"1661","mmds-MS","1","60","133","11.3504000159711","-20.7008000319423","0.538308319214918","111.460287456648","118.869396530886","1"
"1662","cds-hnc","1","60","133","ll","-20.7008000319422","0.538308321310208","111.460287022805","118.869396530886","mt"
"1663","cds-hnc","1","60","133","ll","-18.2940221379377","0.453210913816704","132.38869182278","118.869396530886","mt"
"1664","cds-hnc-w","1","60","133","ll","-20.7008000319422","0.538308321310208","111.460287022805","118.869396530886","mt"
"1665","cds-hnc-w","1","60","133","ll","-18.2940221379377","0.453210913816704","132.38869182278","118.869396530886","mt"
"1666","mmds-MS","1","60","134","13.4386885852852","-20.8773771705705","0.311479535126792","192.629027700251","118.869396530886","2"
"1667","cds-hnc","1","60","134","ll","-16.0925664041499","0.573044232160021","104.703959367739","118.869396530886","mt"
"1668","cds-hnc","1","60","134","ll","-20.8628291188559","0.33171702811784","180.87705759466","118.869396530886","mt"
"1669","cds-hnc-w","1","60","134","ll","-16.0925664041499","0.573044232160021","104.703959367739","118.869396530886","mt"
"1670","cds-hnc-w","1","60","134","ll","-20.8628291188559","0.33171702811784","180.87705759466","118.869396530886","mt"
"1671","mmds-MS","1","60","135","6.20766067222047","-10.4153213444409","0.626998715902038","95.6939758858683","118.869396530886","1"
"1672","cds-hnc","1","60","135","ll","-10.4153213444395","0.626998799740909","95.6939630901901","118.869396530886","mt"
"1673","cds-hnc","1","60","135","ll","-9.69656467255273","0.471929669673637","127.137588195065","118.869396530886","mt"
"1674","cds-hnc-w","1","60","135","ll","-10.4153213444395","0.626998799740909","95.6939630901901","118.869396530886","mt"
"1675","cds-hnc-w","1","60","135","ll","-9.69656467255273","0.471929669673637","127.137588195065","118.869396530886","mt"
"1676","mmds-MS","1","60","136","8.44989930343118","-10.8997986068624","0.275167674164554","218.048868502335","118.869396530886","2"
"1677","cds-hnc","1","60","136","ll","-9.18821343010328","0.641083906868006","93.5914930280001","118.869396530886","mt"
"1678","cds-hnc","1","60","136","ll","-11.6205799203237","0.413823051072603","144.989506612751","118.869396530886","mt"
"1679","cds-hnc-w","1","60","136","ll","-9.18821343010328","0.641083906868006","93.5914930280001","118.869396530886","mt"
"1680","cds-hnc-w","1","60","136","ll","-11.6205799203237","0.413823051072603","144.989506612751","118.869396530886","mt"
"1681","mmds-MS","1","60","137","8.87767155223697","-15.7553431044739","0.575849909760714","104.193816796693","118.869396530886","1"
"1682","cds-hnc","1","60","137","ll","-15.7553431044739","0.575849904225267","104.193817798272","118.869396530886","mt"
"1683","cds-hnc","1","60","137","ll","-15.6445783136606","0.469934087423068","127.677479897269","118.869396530886","mt"
"1684","cds-hnc-w","1","60","137","ll","-15.7553431044739","0.575849904225267","104.193817798272","118.869396530886","mt"
"1685","cds-hnc-w","1","60","137","ll","-15.6445783136606","0.469934087423068","127.677479897269","118.869396530886","mt"
"1686","mmds-MS","1","60","138","0.800245650731042","0.399508698537917","0.838443544933518","71.5611687424435","118.869396530886","1"
"1687","cds-hnc","1","60","138",NA,NA,NA,NA,NA,NA
"1688","cds-hnc","1","60","138","ll","0.952849465056811","0.880838796003426","68.1168907094399","118.869396530886","mt"
"1689","cds-hnc-w","1","60","138","ll","2.39152610583567","0.838021698329226","71.5971914803909","118.869396530886","mt"
"1690","cds-hnc-w","1","60","138","ll","0.952849465056811","0.880838796003426","68.1168907094399","118.869396530886","mt"
"1691","mmds-MS","1","60","139","2.82519359642554","-3.65038719285109","0.724488602580116","82.8170378199497","118.869396530886","1"
"1692","cds-hnc","1","60","139","ll","-3.65038719285045","0.724488671831973","82.8170299036994","118.869396530886","mt"
"1693","cds-hnc","1","60","139","ll","-2.11075899131833","0.731591875559741","82.0129391870215","118.869396530886","mt"
"1694","cds-hnc-w","1","60","139","ll","-3.65038719285045","0.724488671831973","82.8170299036994","118.869396530886","mt"
"1695","cds-hnc-w","1","60","139","ll","-2.11075899131833","0.731591875559741","82.0129391870215","118.869396530886","mt"
"1696","mmds-MS","1","60","140","13.1922480694281","-20.3844961388561","0.412936634398211","145.300743508602","118.869396530886","2"
"1697","cds-hnc","1","60","140","ll","-18.2675440255355","0.555873105152656","107.938303623311","118.869396530886","mt"
"1698","cds-hnc","1","60","140","ll","-23.3435240014485","0.317269155917902","189.113876596078","118.869396530886","mt"
"1699","cds-hnc-w","1","60","140","ll","-18.2675440255355","0.555873105152656","107.938303623311","118.869396530886","mt"
"1700","cds-hnc-w","1","60","140","ll","-23.3435240014485","0.317269155917902","189.113876596078","118.869396530886","mt"
"1701","mmds-MS","1","60","141","11.5900833782373","-17.1801667564746","0.194015276256697","309.253998745004","118.869396530886","2"
"1702","cds-hnc","1","60","141","ll","-15.4432101960238","0.5784842201336","103.719337385112","118.869396530886","mt"
"1703","cds-hnc","1","60","141","ll","-14.8765352790938","0.382743407804844","156.762987360433","118.869396530886","mt"
"1704","cds-hnc-w","1","60","141","ll","-15.4432101960238","0.5784842201336","103.719337385112","118.869396530886","mt"
"1705","cds-hnc-w","1","60","141","ll","-14.8765352790938","0.382743407804844","156.762987360433","118.869396530886","mt"
"1706","mmds-MS","1","60","142","5.6390561598749","-9.27811231974981","0.640013587446074","93.748009693709","118.869396530886","1"
"1707","cds-hnc","1","60","142","ll","-9.2781123197485","0.640013502732504","93.7480221023981","118.869396530886","mt"
"1708","cds-hnc","1","60","142","ll","-8.74410494011464","0.718085922704708","83.5554605694078","118.869396530886","mt"
"1709","cds-hnc-w","1","60","142","ll","-9.2781123197485","0.640013502732504","93.7480221023981","118.869396530886","mt"
"1710","cds-hnc-w","1","60","142","ll","-9.57314465037148","0.72444394432646","82.8221430655811","118.869396530886","mt"
"1711","mmds-MS","1","60","143","3.40734056376954","-4.81468112753908","0.703183379308694","85.3262488356687","118.869396530886","1"
"1712","cds-hnc","1","60","143","ll","-4.81468112753906","0.703183373811111","85.3262495027609","118.869396530886","mt"
"1713","cds-hnc","1","60","143","ll","-2.98888326910371","0.795120795579813","75.4602323741856","118.869396530886","mt"
"1714","cds-hnc-w","1","60","143","ll","-4.81468112753906","0.703183373811111","85.3262495027609","118.869396530886","mt"
"1715","cds-hnc-w","1","60","143","ll","-2.98888326910371","0.795120795579813","75.4602323741856","118.869396530886","mt"
"1716","mmds-MS","1","60","144","2.27078164029155","-2.54156328058311","0.747844359835941","80.2305977318095","118.869396530886","1"
